gene_id	go_terms
LYRU2_2A019403	
LYRU2_2A030837	GO:0005154;GO:0005524;GO:0005737;GO:0005856;GO:0005886;GO:0008283;GO:0008289;GO:0018108;GO:0030335;GO:0031532;GO:0042058;GO:0051092
LYRU2_2A007867	GO:0010738;GO:0016567;GO:0016874;GO:0035329;GO:0046872
LYRU2_2A007684	GO:0001889;GO:0004559;GO:0005615;GO:0005797;GO:0005801;GO:0006013;GO:0006491;GO:0007005;GO:0007033;GO:0007585;GO:0016799;GO:0030246;GO:0046872;GO:0048286;GO:0050769;GO:0060042
LYRU2_2A038095	
LYRU2_2A006255	
LYRU2_2A014577	GO:0008535;GO:0042407;GO:0044877;GO:0055091;GO:0090149
LYRU2_2A015130	GO:0007165;GO:0016020
LYRU2_2A023081	GO:0005730;GO:0006364;GO:0030516;GO:0032040
LYRU2_2A032264	GO:0004683;GO:0005524;GO:0005654;GO:0006468;GO:0007616;GO:0043011;GO:0045893
LYRU2_2A001706	GO:0010879;GO:0015485;GO:0031410;GO:0032367;GO:0070508;GO:0070859;GO:0090205;GO:0120009;GO:0120020
LYRU2_2A023896	
LYRU2_2A029997	GO:0008092
LYRU2_2A001864	
LYRU2_2A008288	
LYRU2_2A013468	GO:0000776;GO:0005654;GO:0005813;GO:0005874;GO:0005912;GO:0005923;GO:0006974;GO:0007026;GO:0007094;GO:0008013;GO:0008285;GO:0008286;GO:0016328;GO:0016342;GO:0019887;GO:0019901;GO:0030027;GO:0030335;GO:0030877;GO:0031274;GO:0031625;GO:0032587;GO:0043065;GO:0045295;GO:0045732;GO:0045736;GO:0048471;GO:0051010;GO:0051988;GO:0065003;GO:0070840;GO:0090090;GO:1904781;GO:2000134
LYRU2_2A002632	GO:0005829;GO:0006617;GO:0008312;GO:0016604;GO:0043022
LYRU2_2A035173	GO:0071782;GO:0090158
LYRU2_2A024911	GO:0000290;GO:0000932;GO:0003723;GO:0004534;GO:0005654;GO:0016442;GO:0030054;GO:0030145;GO:0032211;GO:0071044;GO:0090503;GO:1904872
LYRU2_2A025165	GO:0005654;GO:0005829;GO:0005886;GO:0010633;GO:0036464;GO:0045184;GO:0050680;GO:0090090
LYRU2_2A018747	GO:0005737;GO:0016607
LYRU2_2A030199	GO:0003723;GO:0003724;GO:0005515;GO:0005524;GO:0005829;GO:0006915;GO:0008283;GO:0016887;GO:0030154;GO:0046872;GO:0071013
LYRU2_2A019304	GO:0007169;GO:0007265
LYRU2_2A018955	GO:0001726;GO:0005654;GO:0005737;GO:0005912;GO:0005925;GO:0030036;GO:0046872
LYRU2_2A015763	GO:0007015
LYRU2_2A031434	GO:0005829;GO:0005886;GO:0031397;GO:0033077;GO:0036041;GO:0043065;GO:0044389;GO:0046632;GO:0048471;GO:1990782;GO:2001269
LYRU2_2A007250	GO:0005524;GO:0006468;GO:0007165;GO:0047696
LYRU2_2A018220	GO:0004252;GO:0005509;GO:0005615;GO:0010756;GO:0016540;GO:0030194;GO:0051788;GO:0051919
LYRU2_2A021134	GO:0005737;GO:0005856;GO:0008289;GO:0030833;GO:0032233
LYRU2_2A036793	GO:0005829;GO:0010288;GO:0016324;GO:0016607;GO:0035725;GO:0044341;GO:0046686;GO:0046689;GO:0055062;GO:0072686
LYRU2_2A029127	GO:0001965;GO:0005092;GO:0005096;GO:0005737;GO:0005813;GO:0005819;GO:0005886;GO:0006913;GO:0007051;GO:0007059;GO:0007612;GO:0007616;GO:0008017;GO:0010070;GO:0014069;GO:0016604;GO:0031914;GO:0032794;GO:0043197;GO:0043407;GO:0043547;GO:0043620;GO:0045744;GO:0060291;GO:0098978
LYRU2_2A001601	GO:0005537;GO:0005615;GO:0005789;GO:0005793;GO:0006888;GO:0006890;GO:0007029;GO:0007030;GO:0030134;GO:0031072;GO:0050766
LYRU2_2A012177	GO:0005758;GO:0010917;GO:0010950;GO:0032991;GO:0045580;GO:0070234;GO:0090201;GO:0097035;GO:0120009;GO:1901857;GO:1990050;GO:2001140
LYRU2_2A023014	GO:0005525;GO:0005776;GO:0016020
LYRU2_2A024614	GO:0003712;GO:0005694;GO:0006325;GO:0008270;GO:0016571;GO:0033135;GO:0045893;GO:0046975;GO:0050681;GO:1903025
LYRU2_2A018764	GO:0005524;GO:0005886;GO:0008284;GO:0008543;GO:0018108
LYRU2_2A031895	GO:0008270
LYRU2_2A007081	GO:0006302;GO:0006325;GO:0007095;GO:0010212;GO:0016604;GO:0042393;GO:0045739;GO:0045892;GO:0046872;GO:0070530;GO:0070531;GO:0070537
LYRU2_2A015843	GO:0004396;GO:0005524;GO:0005536;GO:0005741;GO:0005829;GO:0006096;GO:0019318;GO:0046835
LYRU2_2A024159	GO:0005886;GO:0033564;GO:0038007
LYRU2_2A026401	
LYRU2_2A001679	GO:0003743;GO:0005737;GO:0006413
LYRU2_2A010454	GO:0005737;GO:0007268;GO:0016234;GO:0042417;GO:0043025;GO:0043524;GO:0043679;GO:0048488;GO:0050808;GO:1903136
LYRU2_2A023405	
LYRU2_2A015840	GO:0005886;GO:0007156
LYRU2_2A022605	
LYRU2_2A022520	GO:0005811;GO:0006986;GO:0030433;GO:0030970;GO:0031625;GO:0034098;GO:0034389;GO:0035473;GO:0035578;GO:0043086;GO:0043130;GO:0055102
LYRU2_2A033370	GO:0005198;GO:0005802;GO:0005829;GO:0006886;GO:0030130;GO:0030132;GO:0030672;GO:0032050;GO:0042277;GO:0045334;GO:0060170;GO:0072583;GO:0098835;GO:0099631
LYRU2_2A011680	GO:0005730;GO:0042273
LYRU2_2A000599	GO:0097250
LYRU2_2A005109	GO:0005525;GO:0016020
LYRU2_2A015894	GO:0005737
LYRU2_2A021643	
LYRU2_2A033488	
LYRU2_2A013179	GO:0006904;GO:0007399;GO:0017075;GO:0017157;GO:0030154;GO:0030425;GO:0031630;GO:0031915;GO:0043195;GO:0043204;GO:0043303;GO:0044305;GO:0046928;GO:0048306;GO:0070033;GO:0070161;GO:0070554;GO:0098794;GO:0098978
LYRU2_2A002504	GO:0004969;GO:0005886;GO:0007186;GO:0045907
LYRU2_2A033947	GO:0015075;GO:0015180;GO:0015194;GO:0015808;GO:0015825;GO:0031966;GO:0034220;GO:0140300
LYRU2_2A025538	
LYRU2_2A004542	GO:0001963;GO:0004930;GO:0005789;GO:0007187;GO:0007190;GO:0007191;GO:0010628;GO:0035240;GO:0042311;GO:0043197;GO:0051281;GO:0051482;GO:0060158;GO:0060170;GO:0097730
LYRU2_2A029596	GO:0032981
LYRU2_2A029844	
LYRU2_2A021322	
LYRU2_2A016967	
LYRU2_2A008586	GO:0000977;GO:0001227;GO:0002063;GO:0002076;GO:0003148;GO:0003198;GO:0003416;GO:0005667;GO:0005829;GO:0008285;GO:0009952;GO:0016607;GO:0023019;GO:0030513;GO:0032792;GO:0035115;GO:0035116;GO:0035313;GO:0035880;GO:0043066;GO:0045599;GO:0045617;GO:0045669;GO:0048863;GO:0051795;GO:0060346;GO:0060364;GO:0060444;GO:0061312;GO:0070166;GO:0071392;GO:0090427;GO:2000678;GO:2001055
LYRU2_2A015872	
LYRU2_2A004726	
LYRU2_2A005783	GO:0016197;GO:0030425;GO:0031901;GO:0032051;GO:0032585;GO:0032588;GO:0043202;GO:0048268;GO:1990674
LYRU2_2A033214	GO:0002931;GO:0003730;GO:0005515;GO:0014069;GO:0030426;GO:0035235;GO:0036294;GO:0043197;GO:0048471;GO:0071230;GO:2000766
LYRU2_2A021982	GO:0005737;GO:0005815;GO:0007049;GO:0051301
LYRU2_2A011666	
LYRU2_2A033471	
LYRU2_2A020384	GO:0005615;GO:0006874;GO:0007165;GO:0010629;GO:0019899;GO:0020037;GO:0042803;GO:0046885;GO:0048471
LYRU2_2A011521	GO:0000978;GO:0001228;GO:0003148;GO:0003161;GO:0003221;GO:0003285;GO:0003682;GO:0007512;GO:0010667;GO:0010832;GO:0030878;GO:0032993;GO:0045666;GO:0045944;GO:0048536;GO:0060048;GO:0060412;GO:0060413;GO:0061629;GO:0090575;GO:1903779
LYRU2_2A000876	GO:0005635;GO:0005789;GO:0006890;GO:0006915;GO:0016320;GO:0031201;GO:0031966
LYRU2_2A021932	GO:0001228;GO:0005654;GO:0006986;GO:0045944
LYRU2_2A029935	GO:0046961;GO:1902600
LYRU2_2A014887	GO:0003735;GO:0006412;GO:0015934;GO:0031090
LYRU2_2A024868	GO:0005515;GO:0005654;GO:0005789;GO:0006888;GO:0006890;GO:0030134;GO:0033116
LYRU2_2A037695	GO:0005737;GO:0007162;GO:0008285;GO:0017017;GO:0017018;GO:0035335;GO:0035970;GO:0043407;GO:0051019;GO:0070262;GO:0090027;GO:1903753;GO:1990869
LYRU2_2A008246	GO:0005829;GO:0015629;GO:0016567;GO:0046872;GO:0061630;GO:0070086
LYRU2_2A011721	GO:0002102;GO:0005737;GO:0006801;GO:0007507;GO:0016176;GO:0022617;GO:0035091;GO:0042995;GO:0050790;GO:0060348;GO:0071800;GO:0072657
LYRU2_2A019272	
LYRU2_2A032353	
LYRU2_2A002654	GO:0005524;GO:0005737;GO:0005886;GO:0007049;GO:0042803;GO:0046777;GO:0071593;GO:2000401
LYRU2_2A031713	
LYRU2_2A023178	
LYRU2_2A014715	GO:0001958;GO:0002063;GO:0005105;GO:0005111;GO:0005615;GO:0005730;GO:0005737;GO:0007399;GO:0008083;GO:0008543;GO:0010628;GO:0030324;GO:0030949;GO:0032332;GO:0043406;GO:0043536;GO:0045766;GO:0070374;GO:2000347;GO:2000546
LYRU2_2A005730	GO:0000056;GO:0001558;GO:0001652;GO:0003682;GO:0005813;GO:0005829;GO:0006338;GO:0006407;GO:0006884;GO:0008284;GO:0010608;GO:0010825;GO:0015934;GO:0015935;GO:0016607;GO:0019843;GO:0031398;GO:0042273;GO:0042274;GO:0042393;GO:0042802;GO:0043066;GO:0043516;GO:0045860;GO:0045944;GO:0048025;GO:0050821;GO:1904751
LYRU2_2A035653	GO:0000978;GO:0000981;GO:0001764;GO:0002087;GO:0005515;GO:0005654;GO:0006357;GO:0007417;GO:0045665;GO:0048513;GO:0048665;GO:0097154
LYRU2_2A007755	GO:0005737;GO:0006886;GO:0031267;GO:0051168
LYRU2_2A037892	GO:0005231;GO:0005254;GO:0034707;GO:0043005;GO:0045211;GO:0060079;GO:0070161;GO:1902476;GO:1902711;GO:1904315
LYRU2_2A010029	GO:0005737;GO:0008076;GO:0015459;GO:0031234;GO:1901379
LYRU2_2A001070	GO:0007568;GO:0008076;GO:0015269;GO:0015459;GO:0042311;GO:0071361;GO:0071456;GO:1901381;GO:1903413
LYRU2_2A031286	
LYRU2_2A016454	
LYRU2_2A005221	GO:0001228;GO:0005730;GO:0030154;GO:0042472;GO:0045944
LYRU2_2A033330	GO:0001768;GO:0001771;GO:0002277;GO:0005085;GO:0005096;GO:0005737;GO:0005886;GO:0006935;GO:0007264;GO:0007520;GO:0016477;GO:0030036;GO:0031267;GO:0042608;GO:0044351;GO:0045059;GO:0045060;GO:0046633;GO:0050766;GO:0050790
LYRU2_2A022192	GO:0000940;GO:0005737;GO:0005815;GO:0007094;GO:0016020;GO:0034501;GO:0043515;GO:0051301
LYRU2_2A010616	GO:0003181;GO:0005509;GO:0005615;GO:0008201;GO:0008285;GO:0010629;GO:0030308;GO:0032870;GO:0035385;GO:0048495;GO:0048846;GO:0050919;GO:0051414;GO:0060412;GO:0061364;GO:0070100
LYRU2_2A038147	
LYRU2_2A027626	GO:0005524;GO:0005829;GO:0015937;GO:0016310;GO:0019842;GO:0042803;GO:1905502
LYRU2_2A016540	GO:0006364;GO:0008168;GO:0032259;GO:1990904
LYRU2_2A005093	GO:0005524;GO:0005654;GO:0005730;GO:0005829;GO:0006420;GO:0017101
LYRU2_2A032876	
LYRU2_2A030048	GO:0005886;GO:0007165;GO:0042995
LYRU2_2A019711	
LYRU2_2A018920	
LYRU2_2A007333	
LYRU2_2A035621	
LYRU2_2A024746	GO:0005840;GO:0006412;GO:1990904
LYRU2_2A013624	
LYRU2_2A002814	
LYRU2_2A030961	GO:0006730;GO:0019899;GO:0048269;GO:0048270;GO:0050790
LYRU2_2A019149	GO:0005737;GO:0005856;GO:0042981
LYRU2_2A000732	GO:0000922;GO:0005815;GO:0005829;GO:0006457;GO:0045171;GO:0051082;GO:0072686
LYRU2_2A033313	GO:0000307;GO:0005737;GO:0016538;GO:0044772
LYRU2_2A036873	GO:0005829;GO:0033209;GO:0034451;GO:0043066;GO:0045095;GO:0045104;GO:0071944;GO:0097110;GO:0097191;GO:0097284
LYRU2_2A010936	GO:0005231;GO:0005237;GO:0007214;GO:0008503;GO:0009791;GO:0022851;GO:0030424;GO:0030534;GO:0032590;GO:0034707;GO:0045211;GO:0051932;GO:0060079;GO:0070161;GO:0071420;GO:0098982;GO:1902476;GO:1902711;GO:1904315;GO:1904862
LYRU2_2A015959	GO:0005230;GO:0005254;GO:0007214;GO:0030659;GO:0034707;GO:0045211;GO:0070161;GO:1902476
LYRU2_2A004775	GO:0005231;GO:0005237;GO:0007214;GO:0008503;GO:0022851;GO:0032590;GO:0034707;GO:0045211;GO:0051932;GO:0060079;GO:0070161;GO:0099192;GO:1902476;GO:1902711;GO:1904315
LYRU2_2A033399	GO:0005231;GO:0005237;GO:0005829;GO:0007214;GO:0007605;GO:0022851;GO:0030659;GO:0034707;GO:0043005;GO:0043524;GO:0045211;GO:0051932;GO:0060079;GO:0060119;GO:0060384;GO:0070161;GO:0071420;GO:0090102;GO:0098982;GO:1902476;GO:1902711;GO:1904315;GO:1904862
LYRU2_2A022486	GO:0005524;GO:0015914;GO:0016020;GO:0016887;GO:0034204;GO:0140326
LYRU2_2A027315	GO:0045143;GO:2000816
LYRU2_2A001856	GO:0000386;GO:0000389;GO:0005829;GO:0006886;GO:0008270;GO:0016607;GO:0030532;GO:0030628;GO:0034605;GO:0071013
LYRU2_2A024626	
LYRU2_2A018454	GO:0005615;GO:0032991;GO:0042802;GO:0043410;GO:0045725;GO:0046321;GO:0046326
LYRU2_2A013731	GO:0000307;GO:0005737;GO:0005813;GO:0016538;GO:0044772
LYRU2_2A002647	GO:0005737;GO:0008289
LYRU2_2A030162	
LYRU2_2A019223	
LYRU2_2A007912	GO:0004937;GO:0005737;GO:0005901;GO:0007200;GO:0007204;GO:0031965;GO:0043410;GO:0045907;GO:0046982;GO:0055117;GO:0071880;GO:0150099
LYRU2_2A014990	GO:0002230;GO:0002827;GO:0002860;GO:0002862;GO:0004896;GO:0005125;GO:0005737;GO:0008083;GO:0009897;GO:0010224;GO:0010536;GO:0016477;GO:0019221;GO:0032693;GO:0032700;GO:0032725;GO:0032729;GO:0032733;GO:0032735;GO:0032740;GO:0032760;GO:0032819;GO:0034393;GO:0042093;GO:0042104;GO:0042164;GO:0042531;GO:0042802;GO:0042832;GO:0043235;GO:0043514;GO:0045519;GO:0045672;GO:0046982;GO:0048662;GO:0050709;GO:0050829;GO:0051142;GO:0070743;GO:0071222;GO:0071346;GO:1900747;GO:1903588
LYRU2_2A024055	GO:0005654;GO:0005730;GO:0006470;GO:0017018
LYRU2_2A034998	GO:0016020
LYRU2_2A023061	GO:0000981;GO:0006357;GO:0046872
LYRU2_2A031591	GO:0006400
LYRU2_2A036996	
LYRU2_2A009820	GO:0005829;GO:0005886;GO:0006897;GO:0030136;GO:0030276
LYRU2_2A005108	GO:0005697;GO:0006398;GO:0016604;GO:0071204;GO:0071209;GO:1900087;GO:1902275
LYRU2_2A015949	GO:0005085;GO:0005524;GO:0005525;GO:0006400;GO:0006979;GO:0008193;GO:0042802;GO:0050790;GO:0051289;GO:0099116;GO:1990046;GO:1990234
LYRU2_2A022298	
LYRU2_2A032785	GO:0006509;GO:0016020;GO:0017124
LYRU2_2A011732	GO:0016020;GO:1903830
LYRU2_2A022352	GO:0006915;GO:0030833;GO:0031209;GO:0031267;GO:0043005;GO:0048471;GO:0051388;GO:0097202;GO:0097484;GO:0098609
LYRU2_2A034564	GO:0001865;GO:0002250;GO:0004715;GO:0005524;GO:0005829;GO:0005886;GO:0005911;GO:0007202;GO:0018108;GO:0035556;GO:0046629;GO:0046872;GO:0050852
LYRU2_2A008466	
LYRU2_2A012443	GO:0003713;GO:0005515;GO:0016567;GO:0016592;GO:0016604;GO:0032968;GO:0035019;GO:0051123;GO:0060261;GO:0061630;GO:0070847
LYRU2_2A034993	GO:0002281;GO:0002519;GO:0002652;GO:0002826;GO:0002859;GO:0003712;GO:0005769;GO:0016592;GO:0030886;GO:0032088;GO:0032687;GO:0032689;GO:0032703;GO:0032712;GO:0032715;GO:0032720;GO:0032722;GO:0032729;GO:0032732;GO:0032753;GO:0032760;GO:0032815;GO:0032968;GO:0034138;GO:0034154;GO:0034162;GO:0042102;GO:0042130;GO:0043032;GO:0050830;GO:0051123;GO:0060135;GO:0060261;GO:0070374;GO:0071222;GO:0071656;GO:1900425;GO:1900426;GO:1901224;GO:2000521;GO:2001189
LYRU2_2A033070	
LYRU2_2A002961	GO:0016020;GO:0043277;GO:0060097
LYRU2_2A008744	GO:0016012;GO:0016529;GO:0019722;GO:0031503;GO:0042383;GO:0055013;GO:0055074;GO:0060977;GO:0086003
LYRU2_2A017273	
LYRU2_2A026318	
LYRU2_2A033619	
LYRU2_2A005563	
LYRU2_2A015684	
LYRU2_2A026852	GO:0005762;GO:0006412;GO:0042255
LYRU2_2A037429	GO:0000387;GO:0003730;GO:0005829;GO:0006417;GO:0016604;GO:0030619;GO:0030621;GO:0030622;GO:0032797;GO:0034718;GO:0043022
LYRU2_2A026909	GO:0000932;GO:0003723;GO:0004535;GO:0005515;GO:0005829;GO:0006351;GO:0008284;GO:0030015;GO:0035195;GO:0043928;GO:0046872;GO:0090503
LYRU2_2A036635	GO:0005506;GO:0005737;GO:0008610;GO:0016020;GO:0016491;GO:0045654
LYRU2_2A032972	
LYRU2_2A000958	
LYRU2_2A016696	GO:0000978;GO:0001221;GO:0001227;GO:0001228;GO:0001525;GO:0001707;GO:0001829;GO:0001947;GO:0003144;GO:0003218;GO:0003219;GO:0005654;GO:0005730;GO:0005737;GO:0019899;GO:0042803;GO:0043425;GO:0043433;GO:0045944;GO:0055010;GO:0060411;GO:0060485;GO:0060536;GO:0060707;GO:0061629;GO:0090575;GO:1903026
LYRU2_2A022593	GO:0001650;GO:0003712;GO:0008270;GO:0010314;GO:0016580;GO:0030336;GO:0030512;GO:0031491;GO:0032266;GO:0042393;GO:0044378;GO:0070273;GO:1902455;GO:1902459
LYRU2_2A026920	GO:0004653;GO:0016266;GO:0030246
LYRU2_2A001248	GO:0005886
LYRU2_2A004956	
LYRU2_2A017848	GO:0005789;GO:0031901;GO:0032281;GO:0032591;GO:0034220;GO:0035235;GO:0055038;GO:0070161;GO:0098793;GO:0098839
LYRU2_2A025770	GO:0002023;GO:0005229;GO:0005525;GO:0005886;GO:0006816;GO:0007200;GO:0007204;GO:0007218;GO:0007417;GO:0007625;GO:0042924;GO:0048016;GO:0048265;GO:0050482;GO:1902476
LYRU2_2A034311	GO:0008630;GO:0042803;GO:0043065;GO:0046982;GO:0097192
LYRU2_2A021013	GO:0002087;GO:0004888;GO:0006936;GO:0007218;GO:0007601;GO:0007628;GO:0008270;GO:0009897;GO:0016594;GO:0016934;GO:0019228;GO:0030425;GO:0030977;GO:0034707;GO:0042802;GO:0043204;GO:0043231;GO:0045211;GO:0050884;GO:0051970;GO:0060012;GO:0060013;GO:0060077;GO:0060079;GO:0060080;GO:0070161;GO:0071230;GO:0071294;GO:0071361;GO:0098690;GO:1902476;GO:1904315;GO:2000344
LYRU2_2A029599	GO:0003678;GO:0003724;GO:0003729;GO:0005829;GO:0010494;GO:0032481;GO:0032508;GO:0033677;GO:0051607;GO:0062029;GO:0090090
LYRU2_2A037373	GO:0006825;GO:0016531;GO:0046872
LYRU2_2A007586	GO:0005509;GO:0005518;GO:0005604;GO:0005615;GO:0010595;GO:0016363;GO:0016525;GO:0022604;GO:0031092
LYRU2_2A028779	GO:0005886;GO:0005912;GO:0007156;GO:0010631;GO:0031589
LYRU2_2A023878	GO:0005368;GO:0015180;GO:0015187;GO:0015193;GO:0015734;GO:0015808;GO:0015816;GO:0015824;GO:0016020;GO:0035524;GO:0089718;GO:1902600
LYRU2_2A026677	GO:0005737;GO:0012505;GO:0015175;GO:0015179;GO:0015804;GO:0015807;GO:0031090;GO:0043231;GO:0055085
LYRU2_2A001212	GO:0005789;GO:0005886;GO:0015180;GO:0015187;GO:0015193;GO:0015808;GO:0015816;GO:0015824;GO:0035524;GO:0055038;GO:1902600
LYRU2_2A022158	
LYRU2_2A015699	GO:0008047;GO:0050790
LYRU2_2A004387	GO:0051255
LYRU2_2A032673	
LYRU2_2A021524	GO:0005525;GO:0005544;GO:0005765;GO:0006816;GO:0006937;GO:0015276;GO:0015485;GO:0031902;GO:0034220;GO:0042470;GO:0042802;GO:0048306;GO:0048471;GO:0051560;GO:0097190
LYRU2_2A010391	GO:0005654;GO:0005829;GO:0007159;GO:0009101;GO:0042802;GO:0043124;GO:0050727;GO:0051019;GO:0070373;GO:1903003
LYRU2_2A038314	
LYRU2_2A035901	GO:0046872
LYRU2_2A008359	GO:0046872
LYRU2_2A014775	GO:0042802
LYRU2_2A025359	
LYRU2_2A019312	GO:0005654;GO:0005737;GO:0017070;GO:0033120;GO:0036002;GO:0042307;GO:0045292;GO:0046827;GO:0046872;GO:0048306;GO:0071006;GO:0071007;GO:0071466
LYRU2_2A011161	
LYRU2_2A007020	GO:0032233
LYRU2_2A032536	GO:0006477;GO:0007585;GO:0008283;GO:0008543;GO:0015014;GO:0015016;GO:0030210;GO:0030900;GO:0030901;GO:0032588;GO:0035904;GO:0043410;GO:0045880;GO:0048702;GO:0048703;GO:0050119;GO:0060976;GO:0102140
LYRU2_2A031002	GO:0000122;GO:0003735;GO:0005730;GO:0006417;GO:0014069;GO:0030218;GO:0045182;GO:0048027
LYRU2_2A003102	GO:0006955;GO:0016020;GO:0019882;GO:0035718;GO:0042289;GO:0070206
LYRU2_2A013705	
LYRU2_2A024597	GO:0008484;GO:0046872
LYRU2_2A034756	GO:0005516;GO:0005524;GO:0006468;GO:0043226
LYRU2_2A007358	GO:0015193;GO:0015824;GO:0016020;GO:0035524
LYRU2_2A018257	GO:0001228;GO:0008327;GO:0014807;GO:0045944;GO:0060349
LYRU2_2A019980	GO:0005161;GO:0005524;GO:0005886;GO:0010863;GO:0014911;GO:0018108;GO:0019901;GO:0031410;GO:0032516;GO:0035791;GO:0038085;GO:0038091;GO:0043202;GO:0043552;GO:0046488;GO:0046777;GO:0048015;GO:0048407;GO:0048661;GO:0060326;GO:0070374
LYRU2_2A029102	GO:0002931;GO:0005011;GO:0005524;GO:0005654;GO:0005886;GO:0006954;GO:0007169;GO:0007411;GO:0008285;GO:0008360;GO:0010759;GO:0019903;GO:0019955;GO:0021772;GO:0021879;GO:0030316;GO:0031529;GO:0032722;GO:0038145;GO:0042531;GO:0042803;GO:0043066;GO:0043235;GO:0044794;GO:0045087;GO:0045124;GO:0045217;GO:0046488;GO:0046777;GO:0048015;GO:0061098;GO:0061518;GO:0070374;GO:0071902;GO:0120041;GO:1990682;GO:2000249
LYRU2_2A003307	
LYRU2_2A032989	
LYRU2_2A030183	GO:0005886;GO:0006811;GO:0008271;GO:1902358
LYRU2_2A000863	GO:0007601;GO:0042622;GO:0046872;GO:0047555;GO:0060041
LYRU2_2A027692	GO:0003723;GO:0006351;GO:0030331
LYRU2_2A036053	GO:0005737;GO:0050790
LYRU2_2A037833	GO:0004674;GO:0005515;GO:0005524;GO:0005813;GO:0005819;GO:0005829;GO:0005847;GO:0007030;GO:0007049;GO:0016607;GO:0018105;GO:0019082;GO:0030877;GO:0032436;GO:0036064;GO:0045095;GO:0045104;GO:0051301;GO:0090090;GO:0106310;GO:1904424
LYRU2_2A006193	GO:0006879;GO:0008199
LYRU2_2A016690	GO:0005615;GO:0007165;GO:1900017
LYRU2_2A025139	GO:0030328
LYRU2_2A021755	GO:0005759;GO:0006457;GO:0042803;GO:0051082;GO:0051087
LYRU2_2A004342	GO:0005737;GO:0042995
LYRU2_2A032616	GO:0005737;GO:0006351;GO:0030036;GO:0046872
LYRU2_2A022035	GO:0031410;GO:0032287;GO:0033157;GO:1901184
LYRU2_2A020431	
LYRU2_2A009686	GO:0002024;GO:0002025;GO:0002028;GO:0002032;GO:0004941;GO:0005769;GO:0006898;GO:0007190;GO:0008179;GO:0009409;GO:0010739;GO:0015459;GO:0016324;GO:0030501;GO:0031649;GO:0040015;GO:0042803;GO:0043235;GO:0043410;GO:0044877;GO:0045453;GO:0045944;GO:0045986;GO:0050873;GO:0051380;GO:0061885;GO:0071880;GO:0071902;GO:0120162;GO:1901098;GO:1904504;GO:1904646;GO:2000969
LYRU2_2A009395	
LYRU2_2A036785	GO:0005886;GO:0007268;GO:0032098;GO:0098664
LYRU2_2A023764	
LYRU2_2A013132	GO:0010951
LYRU2_2A001697	
LYRU2_2A015341	GO:0006508
LYRU2_2A016297	GO:0005171;GO:0005178;GO:0005576;GO:0008284;GO:1902204
LYRU2_2A027201	
LYRU2_2A029151	GO:0005546;GO:0006897;GO:0015031;GO:0016197;GO:0030136;GO:0031234;GO:0036089;GO:0043547;GO:0055038;GO:0061912;GO:0070062;GO:2000786
LYRU2_2A001635	GO:0016607
LYRU2_2A000347	
LYRU2_2A011432	GO:0005525
LYRU2_2A021660	GO:0022900
LYRU2_2A033158	GO:0001501;GO:0002244;GO:0005615;GO:0005737;GO:0007276;GO:0007389;GO:0008585;GO:0030510;GO:0030857;GO:0031069;GO:0032926;GO:0036305;GO:0038102;GO:0043616;GO:0048185;GO:0051798
LYRU2_2A005862	GO:0005829;GO:0006777;GO:0019008;GO:0030366
LYRU2_2A011707	GO:0005925;GO:0006929;GO:0007160;GO:0007229;GO:0009897;GO:0033627;GO:0034666;GO:0038064;GO:0038065;GO:0045178;GO:0046872;GO:0048333;GO:0098639
LYRU2_2A019373	GO:0042407;GO:0044284;GO:0061617
LYRU2_2A008857	GO:0005925;GO:0007160;GO:0007229;GO:0008285;GO:0009897;GO:0019903;GO:0030593;GO:0032516;GO:0033627;GO:0034665;GO:0042059;GO:0045123;GO:0045178;GO:0046872;GO:0098609;GO:0098639
LYRU2_2A005936	
LYRU2_2A014536	GO:0003755;GO:0006457
LYRU2_2A024791	GO:0000987;GO:0001228;GO:0001755;GO:0003139;GO:0003148;GO:0003203;GO:0003215;GO:0003266;GO:0008284;GO:0010575;GO:0021520;GO:0021524;GO:0021559;GO:0021983;GO:0031016;GO:0031290;GO:0032725;GO:0032729;GO:0032730;GO:0032731;GO:0032735;GO:0032755;GO:0032760;GO:0035066;GO:0042531;GO:0043388;GO:0043425;GO:0043524;GO:0045597;GO:0045665;GO:0045766;GO:0045944;GO:0046872;GO:0048880;GO:0048936;GO:0050728;GO:0055010;GO:0060037;GO:0060379;GO:0060384;GO:0060413;GO:0060913;GO:0060931;GO:0061629;GO:0071657;GO:0086091;GO:0090090;GO:1990841
LYRU2_2A033429	GO:0070213;GO:1990404
LYRU2_2A013581	GO:0007155;GO:0007411
LYRU2_2A022062	GO:0005222;GO:0005248;GO:0005249;GO:0030424;GO:0030425;GO:0030552;GO:0035725;GO:0042802;GO:0045176;GO:0046549;GO:0051289;GO:0051967;GO:0071320;GO:0071805;GO:0098855
LYRU2_2A029977	GO:0005249;GO:0005272;GO:0005886;GO:0016740;GO:0030552;GO:0035725;GO:0071805
LYRU2_2A003479	GO:0005743;GO:0005762;GO:0006412
